production_budget,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score
7200000,1971.0,2.35,120.0,1105,7200000.0,6.7
7200000,1999.0,1.37,100.0,2428,7500000.0,3.5
7200000,2010.0,2.35,119.0,69,,6.8
7000000,2007.0,1.85,96.0,28817,7500000.0,7.5
7000000,2007.0,1.85,96.0,28817,7500000.0,7.5
7000000,1972.0,1.85,175.0,28122,6000000.0,9.2
7000000,2012.0,2.35,110.0,46646,7000000.0,6.1
7000000,1983.0,1.85,95.0,791,4000000.0,6.1
7000000,1993.0,1.85,121.0,1051,7000000.0,7.6
7000000,2011.0,1.85,112.0,5959,6600000.0,5.7
7000000,1973.0,1.66,121.0,1865,7000000.0,6.8
7000000,2000.0,1.37,95.0,2515,5000000.0,7.0
7000000,2003.0,2.35,96.0,2212,11000000.0,4.9
7000000,2008.0,2.35,112.0,16289,,7.2
7000000,2005.0,1.85,93.0,22745,7500000.0,7.5
7000000,2005.0,2.35,110.0,22140,7000000.0,7.4
7000000,1995.0,1.85,104.0,33758,7000000.0,7.2
7000000,1976.0,2.35,119.0,2951,9000000.0,6.8
7000000,1974.0,1.66,125.0,17611,13000000.0,6.8
7000000,1988.0,1.85,96.0,5282,7000000.0,5.2
7000000,2000.0,1.44,46.0,13448,,7.5
7000000,2015.0,2.35,103.0,1342,7000000.0,7.3
7000000,2005.0,1.85,109.0,3544,7000000.0,6.9
7000000,2014.0,1.85,89.0,2517,7000000.0,4.0
7000000,1996.0,1.85,92.0,2240,7000000.0,6.8
7000000,2014.0,,116.0,3110,7000000.0,6.9
7000000,,1.33,44.0,7970,2300000.0,8.2
7000000,1999.0,2.35,95.0,4837,7000000.0,6.1
7000000,2003.0,1.85,105.0,2444,7000000.0,6.0
7000000,2009.0,1.85,106.0,1120,7000000.0,7.0
7000000,2009.0,2.35,100.0,19330,7500000.0,7.1
7000000,2009.0,2.35,99.0,14816,7000000.0,7.6
7000000,1989.0,1.85,103.0,1990,7000000.0,6.2
7000000,1988.0,1.85,164.0,1934,7000000.0,7.6
7000000,2010.0,1.85,91.0,1136,7000000.0,6.3
7000000,1999.0,1.85,96.0,2018,7000000.0,6.4
7000000,2004.0,2.35,122.0,2321,7000000.0,6.2
7000000,2002.0,2.35,94.0,312,6000000.0,7.5
7000000,2007.0,1.85,93.0,3128,7000000.0,2.0
7000000,1992.0,1.85,96.0,493,7000000.0,6.2
7000000,2001.0,1.85,113.0,11116,7000000.0,6.5
7000000,2004.0,2.35,192.0,9984,7000000.0,7.9
7000000,2008.0,2.35,99.0,2158,7000000.0,6.8
7000000,1999.0,1.85,100.0,1906,7000000.0,6.3
7000000,2002.0,1.85,105.0,2684,7000000.0,6.6
7000000,2009.0,2.35,99.0,2589,7000000.0,6.5
7000000,2010.0,1.85,97.0,684,7000000.0,6.3
7000000,2006.0,1.85,99.0,6526,7000000.0,6.4
7000000,2013.0,,100.0,2909,,5.8
7000000,2009.0,2.35,105.0,1417,,5.3
7000000,1983.0,,100.0,11059,7000000.0,4.8
7000000,2009.0,2.35,125.0,8876,4825000.0,7.2
7000000,1977.0,1.85,107.0,2209,9000000.0,6.3
7000000,2015.0,1.85,103.0,9660,7000000.0,6.5
7000000,2013.0,2.35,93.0,1105,,6.2
7000000,2010.0,2.35,108.0,2029,7000000.0,5.9
7000000,2010.0,2.35,106.0,44969,7000000.0,7.1
7000000,1998.0,1.85,95.0,5213,10000000.0,2.3
7000000,2002.0,2.35,103.0,13000,3500000.0,6.2
7000000,2005.0,2.35,97.0,2544,7000000.0,6.9
7000000,2002.0,1.85,96.0,1251,7000000.0,6.7
7000000,2010.0,1.85,118.0,27756,7000000.0,6.0
7000000,1999.0,2.35,102.0,12680,7000000.0,7.9
7000000,2014.0,2.35,92.0,198,7000000.0,5.3
7000000,2011.0,1.85,88.0,3150,7000000.0,4.8
7000000,2015.0,2.35,94.0,17377,7000000.0,5.8
6900000,1985.0,2.35,115.0,17209,6900000.0,7.3
6900000,2012.0,2.35,101.0,35717,6900000.0,5.6
6900000,1993.0,1.85,102.0,18643,6900000.0,7.7
6800000,1999.0,1.85,125.0,333,15000000.0,7.3
6800000,2005.0,2.35,108.0,2119,6800000.0,7.0
6800000,2003.0,2.35,101.0,490,6800000.0,6.4
6750000,2009.0,2.35,88.0,225,6500000.0,6.3
6700000,2003.0,2.35,125.0,132,5000000.0,6.5
6600000,2009.0,2.35,88.0,2728,,6.4
6500000,2014.0,2.35,99.0,2323,6500000.0,5.4
6500000,1991.0,1.85,112.0,106,6000000.0,7.8
6500000,1987.0,1.85,108.0,936,6500000.0,6.8
6500000,1981.0,1.85,107.0,1285,,7.2
6500000,1980.0,2.35,104.0,2442,6500000.0,7.1
6500000,1993.0,1.85,108.0,4840,6500000.0,6.2
6500000,1999.0,2.35,102.0,2475,6500000.0,7.3
6500000,2006.0,2.35,88.0,1140,6500000.0,5.9
6500000,1971.0,2.35,115.0,394,6500000.0,7.2
6500000,1999.0,2.35,91.0,1405,6500000.0,3.6
6500000,2001.0,2.35,141.0,105,7000000.0,7.7
6500000,2011.0,2.35,101.0,15230,6500000.0,7.3
6500000,2004.0,2.35,105.0,29277,4000000.0,7.4
6500000,2013.0,2.35,116.0,13180,6500000.0,6.9
6500000,2005.0,2.35,100.0,1942,6500000.0,6.6
6500000,2004.0,2.35,97.0,21107,6500000.0,6.8
6500000,2000.0,1.85,106.0,846,6500000.0,7.3
6500000,2010.0,2.35,102.0,1904,6500000.0,6.5
6400000,1984.0,1.85,107.0,3582,6500000.0,8.1
6400000,2003.0,1.85,121.0,200,4800000.0,7.7
6400000,2007.0,2.35,122.0,2614,4500000.0,7.7
6400000,2009.0,1.85,98.0,1163,10000000.0,7.6
6100000,1995.0,1.85,123.0,3254,6000000.0,7.2
6000000,1986.0,1.85,120.0,42028,6000000.0,8.1
6000000,2004.0,1.85,122.0,1448,6000000.0,7.5
6000000,1969.0,2.35,110.0,2169,6000000.0,8.1
6000000,1964.0,1.66,139.0,2045,6000000.0,7.8
6000000,1980.0,1.85,124.0,5122,6000000.0,7.8
6000000,1961.0,2.2,152.0,1802,6000000.0,7.6
6000000,1980.0,1.85,98.0,14921,6000000.0,7.4
6000000,2001.0,1.85,106.0,6419,6000000.0,6.3
6000000,2008.0,2.35,109.0,1582,6000000.0,7.9
6000000,1989.0,1.85,120.0,2892,6500000.0,7.9
6000000,1981.0,2.35,106.0,2270,6000000.0,7.2
6000000,1999.0,1.85,106.0,2724,6000000.0,6.9
6000000,1995.0,2.35,106.0,20821,6000000.0,8.6
6000000,1989.0,1.85,89.0,584,8000000.0,5.1
6000000,1946.0,1.37,144.0,2037,8000000.0,6.9
6000000,2000.0,1.85,90.0,4611,6000000.0,7.5
6000000,2006.0,2.35,121.0,1184,6000000.0,7.7
6000000,2003.0,1.85,91.0,1660,,7.3
6000000,1988.0,1.85,121.0,1284,6500000.0,5.8
6000000,2007.0,1.85,89.0,1752,6000000.0,2.9
6000000,1988.0,1.85,104.0,10430,6000000.0,6.2
6000000,1997.0,2.35,86.0,773,,6.2
6000000,1998.0,1.85,99.0,1462,9000000.0,6.8
6000000,1995.0,1.85,98.0,3221,6000000.0,6.1
6000000,2011.0,1.85,99.0,11328,5000000.0,6.8
6000000,2000.0,1.85,122.0,1517,6000000.0,7.0
6000000,2008.0,1.78,42.0,844,6000000.0,6.5
6000000,1999.0,1.85,101.0,2697,6000000.0,5.9
6000000,2009.0,1.85,104.0,3825,6000000.0,7.4
6000000,2011.0,2.35,96.0,3569,6000000.0,7.3
6000000,1999.0,1.85,90.0,7103,6000000.0,7.2
6000000,1998.0,1.85,97.0,2103,,7.0
6000000,2009.0,1.85,90.0,1831,6000000.0,5.1
6000000,1999.0,2.35,96.0,5668,6000000.0,5.3
6000000,2014.0,2.35,106.0,18947,6000000.0,6.7
6000000,1993.0,1.85,99.0,382,6000000.0,6.7
6000000,2001.0,1.85,95.0,993,6000000.0,7.8
6000000,2003.0,2.35,99.0,8297,6000000.0,7.2
6000000,2008.0,2.35,99.0,2748,6000000.0,7.0
6000000,2001.0,1.85,95.0,489,6000000.0,5.8
6000000,2011.0,2.35,104.0,2430,6000000.0,6.1
6000000,2001.0,1.85,84.0,1407,,6.4
6000000,1991.0,1.85,107.0,2000,6000000.0,3.8
6000000,1969.0,2.35,144.0,2379,6244087.0,8.0
6000000,2010.0,1.85,90.0,2370,6000000.0,5.7
6000000,1979.0,1.85,110.0,297,6000000.0,7.0
6000000,2002.0,1.85,97.0,841,,6.7
6000000,2003.0,1.66,104.0,282,,6.6
6000000,2006.0,1.85,97.0,1081,6000000.0,6.2
6000000,2009.0,2.35,96.0,2163,6000000.0,6.7
6000000,2012.0,2.35,95.0,27575,12000000.0,6.3
6000000,1977.0,1.85,117.0,15604,7840000.0,7.4
6000000,2001.0,2.35,107.0,2440,6000000.0,6.2
6000000,2008.0,1.85,85.0,14599,6000000.0,4.7
6000000,2014.0,,86.0,12772,6000000.0,5.8
6000000,2006.0,,152.0,105,,8.3
6000000,2009.0,1.85,87.0,1227,,5.9
5952000,1983.0,1.85,89.0,477,5952000.0,7.3
5900000,2002.0,1.85,111.0,1858,5300000.0,7.3
5800000,2008.0,2.35,103.0,219,4000000.0,7.1
5800000,2012.0,2.35,88.0,1443,,5.4
5700000,1998.0,1.85,94.0,1477,,6.4
5700000,,16.0,25.0,1239,,8.4
5600000,2002.0,1.85,112.0,2201,3500159.0,6.7
5600000,2006.0,1.85,95.0,2000,5600000.0,2.1
5600000,2002.0,1.85,141.0,2584,5600000.0,6.9
5600000,2010.0,,105.0,72,,3.4
5600000,2012.0,,141.0,1065,,4.3
5600000,2009.0,1.85,85.0,73,5600000.0,6.6
5500000,1973.0,1.85,129.0,2387,5500000.0,8.3
5500000,1981.0,1.85,125.0,1651,5500000.0,7.2
5500000,2005.0,1.85,116.0,2723,5500000.0,5.6
5500000,1996.0,1.85,105.0,888,5500000.0,7.7
5500000,2013.0,2.35,90.0,44265,3000000.0,6.6
5500000,1973.0,2.35,105.0,17599,5500000.0,7.6
5500000,2001.0,1.85,111.0,34106,7000000.0,7.4
5500000,2001.0,1.85,91.0,16768,5500000.0,7.1
5500000,1980.0,2.35,95.0,396,,3.4
5500000,2003.0,1.85,92.0,1033,5000000.0,6.7
5500000,2003.0,1.85,104.0,1315,5000000.0,6.6
5500000,2011.0,1.85,93.0,391,3850000.0,7.2
5500000,2001.0,2.35,99.0,6776,5500000.0,4.9
5500000,2011.0,1.85,96.0,561,9000000.0,5.3
5500000,2013.0,1.85,99.0,81,5500000.0,6.1
5500000,2014.0,,129.0,631,5500000.0,5.6
5400000,2002.0,2.35,99.0,118,,7.4
5300000,2006.0,2.35,157.0,1519,,8.4
5300000,2012.0,2.35,94.0,1832,4000000.0,6.3
5250000,2007.0,1.85,96.0,4883,5250000.0,5.0
5250000,1999.0,1.85,90.0,6111,,7.7
5200000,2004.0,1.85,98.0,955,6000000.0,7.6
5200000,2011.0,,128.0,787,,6.2
5100000,1980.0,1.85,103.0,454,5100000.0,7.3
5000000,2002.0,1.85,95.0,1495,5000000.0,6.6
5000000,2011.0,1.85,94.0,2371,5000000.0,5.8
5000000,2005.0,1.85,95.0,4134,4000000.0,6.6
5000000,2013.0,2.35,106.0,2975,5000000.0,6.6
5000000,2016.0,2.35,104.0,14504,15000000.0,7.3
5000000,2002.0,1.85,87.0,1770,5000000.0,6.6
5000000,2016.0,2.35,81.0,3344,4900000.0,6.9
5000000,2012.0,1.85,96.0,799,5000000.0,4.6
5000000,2014.0,2.35,89.0,5056,5000000.0,4.4
5000000,1987.0,1.85,88.0,1584,4500000.0,6.6
5000000,1975.0,2.35,113.0,971,5000000.0,7.1
5000000,1953.0,2.2,135.0,1920,5000000.0,6.8
5000000,1991.0,1.85,93.0,42002,8500000.0,4.9
5000000,2003.0,1.85,109.0,11736,4500000.0,7.3
5000000,2014.0,1.78,101.0,2161,5000000.0,5.0
5000000,2013.0,2.35,104.0,2071,5000000.0,6.5
5000000,2013.0,2.35,117.0,17738,5000000.0,8.0
5000000,2015.0,1.85,103.0,259,5000000.0,6.8
5000000,1980.0,2.35,124.0,13864,5000000.0,8.2
5000000,2015.0,2.35,83.0,11771,3300000.0,5.2
5000000,2000.0,2.35,113.0,1997,9000000.0,8.5
5000000,2011.0,1.85,90.0,15710,5000000.0,6.4
5000000,2006.0,1.85,97.0,2990,5000000.0,7.4
5000000,2000.0,1.85,110.0,1122,5000000.0,7.7
5000000,2013.0,1.85,103.0,8375,5000000.0,7.4
5000000,2014.0,1.85,93.0,1410,5000000.0,6.1
5000000,1997.0,1.85,134.0,428,5000000.0,7.2
5000000,1982.0,2.35,102.0,854,3500000.0,7.3
5000000,1991.0,1.85,94.0,2523,5000000.0,5.1
5000000,1999.0,1.33,77.0,2908,5000000.0,5.0
5000000,2016.0,2.35,134.0,2410,,7.1
5000000,1981.0,1.85,129.0,2014,5000000.0,6.7
5000000,2014.0,1.85,101.0,19673,5000000.0,7.5
5000000,2011.0,1.33,86.0,1520,5000000.0,5.2
5000000,2014.0,1.85,106.0,2840,5000000.0,5.2
5000000,1995.0,1.85,93.0,1227,5000000.0,4.9
5000000,1954.0,2.55,139.0,2112,5000000.0,6.6
5000000,1997.0,1.85,109.0,3843,6000000.0,7.3
5000000,1981.0,1.85,99.0,14306,5000000.0,6.4
5000000,2012.0,2.35,94.0,12306,5000000.0,5.3
5000000,2001.0,1.85,106.0,361,2000000.0,7.7
5000000,2004.0,2.35,99.0,1686,4000000.0,8.0
5000000,2008.0,1.85,82.0,4856,5000000.0,3.8
5000000,1996.0,2.35,135.0,11400,5000000.0,7.6
5000000,1986.0,2.35,89.0,1160,5000000.0,6.2
5000000,1982.0,1.85,110.0,2943,5000000.0,7.2
5000000,1983.0,1.85,107.0,2383,5000000.0,6.3
5000000,2008.0,2.35,91.0,2528,8000000.0,6.9
5000000,2016.0,,92.0,2848,5000000.0,3.5
5000000,1932.0,1.37,79.0,1284,800000.0,6.6
5000000,1959.0,2.2,141.0,1332,5000000.0,6.2
5000000,1982.0,1.85,90.0,23714,8000000.0,6.2
5000000,2009.0,1.85,99.0,2269,8000000.0,6.1
5000000,2014.0,2.35,98.0,2705,5000000.0,5.4
5000000,2016.0,,96.0,3552,5000000.0,4.5
5000000,2000.0,1.85,82.0,315,5000000.0,5.9
5000000,2004.0,1.85,92.0,5668,5000000.0,6.9
5000000,1976.0,1.85,106.0,1199,5000000.0,6.6
5000000,1978.0,2.35,126.0,13591,5000000.0,6.3
5000000,2001.0,1.85,90.0,3004,5000000.0,5.3
5000000,1989.0,1.85,150.0,3942,5000000.0,7.0
5000000,2010.0,1.78,41.0,55,5000000.0,6.9
5000000,2006.0,2.35,90.0,5202,,7.0
5000000,2001.0,1.85,95.0,5245,5000000.0,6.4
5000000,2009.0,2.35,97.0,19404,5000000.0,7.9
5000000,2015.0,2.35,121.0,6617,5000000.0,4.6
5000000,2006.0,1.85,90.0,5900,,5.4
5000000,1997.0,2.35,112.0,2820,5000000.0,7.7
5000000,2008.0,2.35,110.0,25676,5000000.0,6.8
5000000,1982.0,,87.0,1324,5000000.0,6.2
5000000,2015.0,2.35,95.0,1836,5000000.0,7.1
5000000,1994.0,2.35,108.0,14574,5000000.0,7.4
5000000,2010.0,2.35,97.0,10517,5000000.0,6.4
5000000,2014.0,2.35,112.0,12897,5000000.0,7.0
5000000,2010.0,1.85,91.0,1582,5000000.0,7.0
5000000,1998.0,1.85,116.0,1209,5000000.0,7.0
5000000,2004.0,2.35,94.0,24994,5000000.0,7.7
5000000,1992.0,1.85,103.0,1201,5000000.0,6.8
5000000,2014.0,,99.0,3382,5000000.0,4.4
5000000,2003.0,1.85,98.0,5185,5000000.0,6.3
5000000,2006.0,2.35,88.0,1665,5000000.0,5.6
5000000,1996.0,1.85,91.0,648,7000000.0,7.1
5000000,1996.0,2.35,97.0,13718,5000000.0,6.1
5000000,2007.0,2.35,136.0,172,,7.4
5000000,2008.0,2.35,118.0,6,,7.5
5000000,2010.0,2.35,89.0,2958,,7.6
5000000,2008.0,1.85,90.0,4987,5000000.0,7.3
5000000,1947.0,1.37,95.0,538,3209000.0,6.2
5000000,1998.0,1.85,90.0,3207,2000000.0,6.2
5000000,2004.0,1.85,95.0,2984,5000000.0,4.6
5000000,2007.0,1.85,90.0,408,5000000.0,6.2
5000000,2014.0,,105.0,1986,5000000.0,7.5
5000000,2004.0,2.35,103.0,1789,5000000.0,3.3
5000000,2015.0,,91.0,117,5000000.0,4.2
5000000,2009.0,,90.0,3217,,4.5
5000000,2008.0,2.35,92.0,1258,2500000.0,6.2
4900000,2009.0,1.85,99.0,1519,4000000.0,7.3
4900000,2011.0,2.35,107.0,2363,3000000.0,6.5
4900000,2007.0,2.35,89.0,2668,5000000.0,5.3
4833610,1996.0,1.85,148.0,3967,890000.0,8.0
4800000,2005.0,2.35,93.0,2990,4800000.0,5.9
4800000,2013.0,1.85,90.0,34779,4800000.0,5.7
4750000,2011.0,2.35,121.0,1520,5000000.0,7.4
4750000,2005.0,2.35,94.0,3690,2800000.0,6.8
4700000,1988.0,1.85,118.0,2545,4700000.0,6.7
4700000,2006.0,1.85,98.0,11703,,6.8
4638783,1973.0,2.35,106.0,2409,4638783.0,7.4
4600000,2005.0,,79.0,286,,5.4
4600000,2013.0,,,5,,7.1
4600000,2004.0,1.85,105.0,18105,,7.8
4600000,2007.0,1.85,97.0,15093,4600000.0,5.9
4600000,1980.0,1.85,94.0,498,2200000.0,7.2
4600000,2006.0,1.85,100.0,122,,7.3
4500000,1984.0,1.85,96.0,3113,4500000.0,6.7
4500000,1994.0,1.66,117.0,1862,4500000.0,7.1
4500000,1980.0,1.85,104.0,1662,4500000.0,5.7
4500000,1982.0,1.85,90.0,5002,4500000.0,7.2
4500000,,16.0,43.0,1587,,7.7
4500000,2002.0,2.35,108.0,26050,15000000.0,7.7
4500000,1956.0,1.66,115.0,588,4500000.0,7.4
4500000,1996.0,1.85,109.0,3668,4500000.0,7.4
4500000,2000.0,1.37,102.0,2235,4500000.0,8.4
4500000,1945.0,1.37,100.0,496,,7.1
4500000,1998.0,2.0,115.0,371,700000000.0,7.2
4500000,1986.0,1.85,122.0,2762,4500000.0,7.5
4500000,2001.0,2.35,133.0,17040,4500000.0,8.1
4500000,2002.0,1.85,106.0,2110,2000000.0,6.8
4500000,2009.0,1.85,98.0,5041,,6.5
4500000,2015.0,2.35,95.0,1885,8500000.0,5.6
4500000,2002.0,1.85,109.0,131,,7.9
4500000,2009.0,2.35,104.0,15860,4500000.0,5.9
4500000,2001.0,1.85,99.0,29325,2500000.0,6.5
4500000,2012.0,2.35,112.0,4810,3000000.0,6.1
4500000,2014.0,,103.0,3089,4500000.0,5.8
4400000,1975.0,1.85,133.0,2176,4400000.0,8.7
4400000,1976.0,1.85,87.0,2951,4400000.0,6.7
4400000,2016.0,2.35,130.0,151,4400000.0,8.5
4300000,2002.0,2.35,101.0,497,6000000.0,7.6
4300000,2000.0,2.35,89.0,1291,,7.3
4300000,2009.0,2.35,133.0,1045,150000000.0,7.2
4200000,,16.0,60.0,3026,,8.1
4200000,2009.0,2.35,90.0,1951,4000000.0,5.0
4030000,1997.0,1.85,93.0,938,,7.1
4000000,1981.0,1.85,94.0,582,4000000.0,6.2
4000000,1992.0,2.35,112.0,2412,2300000.0,7.3
4000000,2003.0,1.85,101.0,32015,4000000.0,7.8
4000000,1977.0,1.37,93.0,12691,4000000.0,8.1
4000000,1952.0,1.37,152.0,825,4000000.0,6.7
4000000,2015.0,2.35,91.0,4807,4000000.0,4.6
4000000,1995.0,1.66,111.0,14823,3600000.0,7.6
4000000,2001.0,2.35,112.0,13707,4000000.0,7.1
4000000,2014.0,1.85,165.0,673,4000000.0,8.0
4000000,2010.0,1.85,106.0,18645,3500000.0,7.1
4000000,2014.0,1.85,86.0,4073,4000000.0,4.7
4000000,2013.0,2.35,93.0,46868,5000000.0,4.0
4000000,1985.0,1.85,108.0,2020,4000000.0,7.3
4000000,1985.0,1.85,108.0,2020,4000000.0,7.3
4000000,1988.0,2.35,93.0,837,4000000.0,7.3
4000000,1963.0,2.35,172.0,1785,4000000.0,8.3
4000000,2004.0,1.85,109.0,2649,,5.4
4000000,2006.0,1.85,96.0,20132,4000000.0,6.7
4000000,2001.0,1.85,93.0,955,4000000.0,4.6
4000000,2000.0,1.85,82.0,3354,6000000.0,4.0
4000000,2003.0,2.35,101.0,3086,3200000.0,7.0
4000000,1961.0,1.66,120.0,1652,4000000.0,7.4
4000000,2006.0,1.85,81.0,50831,4000000.0,5.9
4000000,1995.0,1.85,82.0,1002,,4.6
4000000,2002.0,1.85,110.0,19928,4000000.0,6.7
4000000,1969.0,1.85,127.0,753,4000000.0,6.3
4000000,2006.0,1.85,90.0,1566,,6.0
4000000,1995.0,1.85,110.0,7921,4000000.0,6.7
4000000,2002.0,1.85,104.0,2251,4000000.0,7.1
4000000,2003.0,1.85,96.0,972,8000000.0,2.7
4000000,1988.0,1.85,110.0,1966,4000000.0,7.3
4000000,1996.0,1.85,84.0,3559,4000000.0,7.6
4000000,2011.0,2.35,102.0,48,4000000.0,8.5
4000000,2007.0,2.55,93.0,776,4000000.0,6.5
4000000,2011.0,2.35,83.0,2353,,6.6
4000000,2005.0,2.35,96.0,1208,4000000.0,6.6
4000000,2011.0,1.85,88.0,4777,4000000.0,6.2
4000000,2005.0,1.85,101.0,1215,4000000.0,6.9
4000000,1987.0,1.85,87.0,1700,4000000.0,4.8
4000000,2002.0,1.85,99.0,3130,4000000.0,7.0
4000000,1999.0,1.78,106.0,4343,4000000.0,5.4
4000000,2013.0,2.35,117.0,13607,4000000.0,6.9
4000000,1987.0,1.85,102.0,11083,1300000.0,5.9
4000000,1997.0,2.35,99.0,975,3000000.0,6.6
4000000,2000.0,1.85,85.0,2282,1500000.0,6.3
4000000,1999.0,1.85,86.0,2805,4000000.0,6.3
4000000,2014.0,2.35,104.0,1281,4000000.0,6.0
4000000,2013.0,2.35,120.0,824,4000000.0,7.7
4000000,2002.0,1.85,113.0,387,4000000.0,7.7
4000000,2010.0,2.35,106.0,916,9500000.0,7.0
4000000,2000.0,1.85,103.0,1403,14000000.0,6.3
4000000,1998.0,,93.0,643,2500000.0,5.9
4000000,1998.0,2.35,100.0,5796,4000000.0,5.0
4000000,2010.0,2.35,98.0,1038,650000.0,6.5
4000000,1997.0,1.85,92.0,20135,4000000.0,5.8
4000000,2011.0,2.35,119.0,10984,4000000.0,6.0
4000000,2012.0,2.35,93.0,242,4000000.0,5.2
4000000,2011.0,2.35,99.0,2631,4000000.0,6.3
4000000,2003.0,2.35,90.0,1298,,6.3
3900000,1939.0,1.37,226.0,1862,3977000.0,8.2
3900000,1966.0,1.66,120.0,1238,2000000.0,7.9
3800000,1976.0,1.85,121.0,5987,3800000.0,8.1
3800000,2009.0,1.85,92.0,3229,,7.3
3800000,2009.0,2.35,99.0,298,3800000.0,6.9
3800000,1965.0,2.35,152.0,2888,3800000.0,6.8
3768785,1950.0,1.37,107.0,731,3768785.0,7.0
3750000,2010.0,1.85,97.0,1269,,7.3
3750000,2009.0,2.35,95.0,2658,3500000.0,6.8
3716946,1970.0,1.85,121.0,1970,3716946.0,7.3
3600000,1969.0,1.85,113.0,465,3600000.0,7.9
3500000,1980.0,1.85,88.0,2726,3500000.0,7.8
3500000,1997.0,1.85,91.0,2323,3500000.0,7.2
3500000,1997.0,1.85,91.0,2323,3500000.0,7.2
3500000,1993.0,1.85,97.0,3036,3500000.0,7.5
3500000,1995.0,1.85,97.0,3455,3500000.0,7.3
3500000,2015.0,1.66,92.0,1122,3500000.0,6.8
3500000,1987.0,1.85,85.0,3617,3500000.0,6.0
3500000,1967.0,2.35,134.0,970,3500000.0,8.0
3500000,1959.0,1.78,149.0,646,3500000.0,7.6
3500000,1972.0,1.85,116.0,771,2000000.0,7.5
3500000,1966.0,2.35,121.0,2402,3500000.0,7.0
3500000,1998.0,1.85,93.0,987,3500000.0,3.9
3500000,1996.0,1.85,96.0,995,3500000.0,6.1
3500000,1998.0,2.35,105.0,4238,3500000.0,7.5
3500000,1987.0,1.85,37.0,1347,3600000.0,7.8
3500000,2001.0,1.85,81.0,2238,3000000.0,5.2
3500000,2006.0,1.85,101.0,3574,3500000.0,6.5
3500000,2016.0,1.85,105.0,1043,3500000.0,4.7
3500000,2005.0,1.85,98.0,20009,3500000.0,6.4
3500000,2004.0,2.35,91.0,6380,3500000.0,5.3
3500000,2015.0,,100.0,24,3500000.0,7.0
3500000,1998.0,1.37,104.0,2406,1000000.0,5.5
3400000,1977.0,1.85,94.0,2861,3400000.0,6.7
3400000,2011.0,1.85,107.0,22834,3500000.0,7.1
3400000,2008.0,1.66,92.0,3608,3000000.0,6.5
3400000,2011.0,2.35,99.0,320,,6.1
3300000,2014.0,2.4,107.0,26495,3300000.0,8.5
3300000,2006.0,1.85,91.0,2747,3300000.0,7.4
3300000,1999.0,1.85,99.0,1430,2200000.0,7.1
3300000,2006.0,1.85,93.0,11860,,6.7
3300000,2014.0,16.0,97.0,3717,3300000.0,4.5
3250000,1982.0,1.85,98.0,1105,4300000.0,6.6
3250000,1999.0,,92.0,2020,2000000.0,6.4
3200000,1968.0,1.85,136.0,2997,2300000.0,8.0
3200000,1962.0,1.85,113.0,2693,3200000.0,8.1
3200000,2004.0,1.85,101.0,308,3000000.0,7.5
3200000,2010.0,1.85,105.0,2016,3200000.0,7.2
3200000,2009.0,2.35,99.0,1936,,7.2
3200000,2005.0,2.35,95.0,170118,3200000.0,6.4
3180000,1946.0,1.37,118.0,1844,3180000.0,8.6
3100000,2012.0,1.85,108.0,1962,3200000.0,5.7
3000000,2010.0,1.85,98.0,1081,3000000.0,5.7
3000000,2013.0,2.35,85.0,3708,3000000.0,5.7
3000000,2012.0,2.35,110.0,2239,3000000.0,6.8
3000000,2000.0,1.85,115.0,1964,3000000.0,6.6
3000000,1957.0,2.35,161.0,1035,3000000.0,8.2
3000000,2014.0,2.35,109.0,900,,7.3
3000000,1998.0,2.35,91.0,1965,3000000.0,7.4
3000000,1997.0,1.85,98.0,4277,3000000.0,5.1
3000000,2002.0,1.85,120.0,1779,4000000.0,8.0
3000000,1985.0,1.85,87.0,1472,2200000.0,5.4
3000000,1985.0,1.66,117.0,1665,3000000.0,7.4
3000000,2009.0,2.35,132.0,91,12000000.0,7.7
3000000,2002.0,1.85,113.0,159,3000000.0,5.4
3000000,1960.0,2.35,125.0,1328,3000000.0,8.3
3000000,1958.0,1.85,108.0,649,3000000.0,8.1
3000000,1970.0,2.35,95.0,1186,3000000.0,6.1
3000000,1993.0,1.85,91.0,2899,2500000.0,4.3
3000000,1990.0,1.85,100.0,1441,3000000.0,5.3
3000000,1976.0,1.85,120.0,2811,4490375.0,6.8
3000000,1966.0,1.85,128.0,70,6000000.0,6.7
3000000,2005.0,1.85,100.0,2165,3000000.0,7.2
3000000,1985.0,,97.0,1163,3000000.0,6.6
3000000,1960.0,1.66,146.0,1444,3000000.0,7.9
3000000,2009.0,1.85,84.0,4815,3000000.0,5.9
3000000,1961.0,1.75,186.0,3847,3000000.0,8.3
3000000,1999.0,1.85,94.0,1936,,5.2
3000000,1948.0,1.37,126.0,2269,3000000.0,7.8
3000000,2013.0,1.85,109.0,328,3000000.0,7.9
3000000,1987.0,1.85,95.0,1389,3000000.0,3.2
3000000,2006.0,1.85,99.0,2321,3000000.0,3.0
3000000,1988.0,1.85,97.0,1395,3000000.0,6.5
3000000,2004.0,,94.0,3049,,6.9
3000000,2002.0,1.85,90.0,2510,3000000.0,7.0
3000000,2005.0,2.35,117.0,1394,,7.8
3000000,1999.0,1.85,96.0,1616,1900000.0,6.9
3000000,2000.0,1.85,82.0,858,3000000.0,4.4
